事件ID,开始时间,结束时间,时长_分钟,工况,方法集,严重度,触发行数,触发参数行数,归因参数top,归因参数数,归因明细,根因类别,根因主类,部位
722,2024-04-21 10:16:00,2024-04-21 10:19:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,8026.297,104,8,转载机_链条速度_RMS,5,马氏·PC1→转载机_链条速度_RMS(100%); 残差·转载机_减速器_冷却水_压力 偏高 实际=0.2 vs 预测=0.0; 残差·转载机_减速器_冷却水_流量 偏高 实际=48.0 vs 预测=22.6; 残差·转载机_减速器_冷却水_压力 偏高 实际=0.2 vs 预测=0.1,冷却水压力流量/链条速度恒量(数据质量),冷却水压力流量,转载机ZZJ
1341,2024-05-09 01:36:00,2024-05-09 01:51:00,16.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7979.189,416,39,转载机_减速器_冷却水_温度,8,单变量·转载机_电机_电流 z=4.1 实际=146.0 均值=86.6; 单变量·转载机_电机_转矩 z=2.8 实际=55.0 均值=28.2; 残差·转载机_电机_电流 偏高 实际=146.0 vs 预测=82.6; 残差·转载机_电机_转矩 偏高 实际=55.0 vs 预测=23.6; 残差·转载机_电机_电流 偏高 实际=146.0 vs 预测=95.4; 残差·转载机_电机_转矩 偏高 实际=55.0 vs 预测=30.0; 残差·转载机_电机_电流 偏高 实际=146.0 vs 预测=108.0; 马氏·PC1→转载机_链条速度_RMS(100%),负载信号/冷却水温度,负载信号,转载机ZZJ
1714,2024-05-23 15:14:00,2024-05-23 15:34:00,21.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7873.879,546,193,转载机_电机_电流,11,马氏·PC1→转载机_链条速度_RMS(100%); 单变量·转载机_电机_电流 z=11.6 实际=66.0 均值=0.4; 单变量·转载机_电机_转矩 z=7.9 实际=14.0 均值=0.1; 单变量·转载机_电机_转速 z=8.0 实际=609.0 均值=5.0; 单变量·转载机_链条速度 z=8.1 实际=956.0 均值=7.8; 残差·转载机_电机_电流 偏高 实际=66.0 vs 预测=0.0; 残差·转载机_电机_转矩 偏高 实际=14.0 vs 预测=0.0; 残差·转载机_电机_转速 偏高 实际=609.0 vs 预测=0.0,负载信号/变频器热信号,负载信号,转载机ZZJ
796,2024-04-22 22:23:00,2024-04-22 22:26:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7816.785,104,11,转载机_减速器_冷却水_温度,5,马氏·PC1→转载机_链条速度_RMS(100%); 残差·转载机_减速器_冷却水_温度 偏高 实际=46.9 vs 预测=31.1; 残差·转载机_减速器_冷却水_温度 偏高 实际=46.1 vs 预测=37.9; 残差·转载机_减速器_油箱_油温 偏高 实际=67.6 vs 预测=61.3; 残差·转载机_减速器_冷却水_温度 偏高 实际=43.5 vs 预测=39.0,冷却水温度/链条速度恒量(数据质量),冷却水温度,转载机ZZJ
447,2024-04-12 23:02:00,2024-04-12 23:15:00,14.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7653.401,364,61,转载机_变频器_IGBT1温度,11,马氏·PC1→转载机_链条速度_RMS(100%); 单变量·转载机_变频器_IGBT1温度 z=2.5 实际=48.0 均值=33.9; 单变量·转载机_变频器_IGBT2温度 z=2.5 实际=48.0 均值=34.1; 单变量·转载机_变频器_腔体温度 z=2.3 实际=53.0 均值=38.8; 残差·转载机_减速器_冷却水_压力 偏高 实际=0.2 vs 预测=0.0; 残差·转载机_减速器_冷却水_流量 偏高 实际=49.0 vs 预测=0.0; 残差·转载机_减速器_冷却水_温度 偏高 实际=43.5 vs 预测=35.8; 残差·转载机_减速器_油箱_油温 偏高 实际=68.0 vs 预测=39.5,变频器热信号/冷却水压力流量,变频器热信号,转载机ZZJ
449,2024-04-04 04:43:00,2024-04-04 04:44:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7455.878,76,4,油泵_左电机_电流,8,残差·油泵_左电机_电流 偏高 实际=49.0 vs 预测=17.0; 马氏·PC1→牵引部位_左电机_电压_RMS(97%); 马氏·PC4→牵引部位_位置米数_RMS(3%); 残差·牵引部位_位置米数 偏高 实际=346.4 vs 预测=135.0; 残差·牵引部位_右电机_电压 偏高 实际=890.0 vs 预测=368.0,牵引电压开关量(数据质量)/电流类,牵引电压开关量(数据质量),牵引部
1586,2024-04-13 03:13:00,2024-04-13 03:14:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7424.785,76,5,牵引部位_位置米数,8,马氏·PC1→牵引部位_左电机_电压_RMS(97%); 马氏·PC4→牵引部位_位置米数_RMS(2%); 残差·截割部位_右滚筒_电机_温度 偏高 实际=77.0 vs 预测=68.2; 残差·牵引部位_位置米数 偏高 实际=321.9 vs 预测=70.9; 马氏·PC1→牵引部位_左电机_电压_RMS(84%); 马氏·PC3→截割部位_右滚筒_电机_电流_RMS(12%); 马氏·PC4→牵引部位_位置米数_RMS(4%); 残差·牵引部位_位置米数 偏高 实际=321.9 vs 预测=30.9,进刀位置类/牵引电压开关量(数据质量),进刀位置类,牵引部
561,2024-04-05 23:09:00,2024-04-05 23:14:00,6.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,7262.478,204,10,破碎机_电机_温度,5,马氏·PC2→截割部位_右滚筒_电机_电流_RMS(88%); 马氏·PC3→牵引部位_左电机_电流_RMS(11%); 马氏·PC4→截割部位_左滚筒_电机_电流_RMS(1%); 单变量·破碎机_电机_温度 z=-0.1 实际=74.0 均值=101.9; 马氏·PC2→截割部位_右滚筒_电机_电流_RMS(90%); 马氏·PC3→牵引部位_左电机_电流_RMS(9%); 单变量·破碎机_电机_温度 z=-0.2 实际=73.0 均值=101.9; 马氏·PC2→截割部位_右滚筒_电机_电流_RMS(92%),破碎机温度钳位(数据质量),破碎机温度钳位(数据质量),油泵
2343,2024-04-22 03:59:00,2024-04-22 03:59:00,1.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6655.179,38,3,截割部位_右滚筒_电机_温度,8,马氏·PC1→牵引部位_左电机_电压_RMS(95%); 马氏·PC4→牵引部位_位置米数_RMS(3%); 马氏·PC3→截割部位_右滚筒_电机_电流_RMS(2%); 残差·截割部位_右滚筒_电机_温度 偏高 实际=80.0 vs 预测=70.4; 残差·牵引部位_位置米数 偏高 实际=348.2 vs 预测=156.1,进刀位置类/温度类,进刀位置类,牵引部
1687,2024-04-14 01:09:00,2024-04-14 01:12:00,4.0,重载牵引,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6645.414,152,7,截割部位_右滚筒_电机_电流,10,马氏·PC1→牵引部位_左电机_电压_RMS(96%); 马氏·PC3→截割部位_右滚筒_电机_电流_RMS(3%); 马氏·PC4→牵引部位_位置米数_RMS(2%); 残差·截割部位_右滚筒_电机_温度 偏高 实际=69.0 vs 预测=58.4; 残差·牵引部位_右电机_温度 偏高 实际=66.0 vs 预测=51.6; 残差·牵引部位_左电机_温度 偏高 实际=66.0 vs 预测=51.6; 单变量·截割部位_右滚筒_电机_电流 z=3.8 实际=240.0 均值=91.5; 单变量·截割部位_右滚筒_电机_电流 z=2.6 实际=191.0 均值=91.5,电流类/温度类,电流类,牵引部
514,2024-04-04 19:28:00,2024-04-04 19:30:00,3.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6424.516,114,5,牵引部位_右电机_温度,9,马氏·PC1→牵引部位_左电机_电压_RMS(99%); 残差·牵引部位_右电机_温度 偏高 实际=72.0 vs 预测=52.6; 残差·牵引部位_左电机_温度 偏高 实际=71.0 vs 预测=52.0; 残差·截割部位_左滚筒_电机_电流 偏高 实际=238.0 vs 预测=99.8; 马氏·PC1→牵引部位_左电机_电压_RMS(91%); 马氏·PC3→截割部位_右滚筒_电机_电流_RMS(5%); 马氏·PC4→牵引部位_位置米数_RMS(4%),温度类/牵引电压开关量(数据质量),温度类,牵引部
2660,2024-04-25 01:21:00,2024-04-25 01:24:00,4.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6399.959,152,6,牵引部位_左电机_电压_RMS,9,残差·截割部位_右滚筒_电机_电流 偏高 实际=205.0 vs 预测=85.6; 马氏·PC1→牵引部位_左电机_电压_RMS(98%); 马氏·PC3→截割部位_右滚筒_电机_电流_RMS(1%); 马氏·PC4→牵引部位_位置米数_RMS(1%); 马氏·PC1→牵引部位_左电机_电压_RMS(97%); 马氏·PC3→截割部位_右滚筒_电机_电流_RMS(2%); 马氏·PC1→牵引部位_左电机_电压_RMS(100%); 残差·牵引部位_右电机_温度 偏高 实际=74.0 vs 预测=55.0,牵引电压开关量(数据质量)/温度类,牵引电压开关量(数据质量),牵引部
2657,2024-04-25 01:07:00,2024-04-25 01:08:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6296.6,76,6,牵引部位_位置米数,7,马氏·PC1→牵引部位_左电机_电压_RMS(100%); 马氏·PC1→牵引部位_左电机_电压_RMS(98%); 残差·牵引部位_位置米数 偏高 实际=234.7 vs 预测=98.9; 残差·牵引部位_右电机_温度 偏高 实际=74.0 vs 预测=50.4; 残差·牵引部位_左电机_温度 偏高 实际=73.0 vs 预测=49.4; 残差·破碎机_电机_电流 偏高 实际=19.0 vs 预测=0.0,温度类/牵引电压开关量(数据质量),温度类,牵引部
1060,2024-04-08 06:20:00,2024-04-08 06:24:00,5.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,6168.744,190,16,油泵_左电机_温度,13,马氏·PC1→牵引部位_左电机_电压_RMS(90%); 马氏·PC4→牵引部位_位置米数_RMS(6%); 马氏·PC3→截割部位_右滚筒_电机_电流_RMS(4%); 残差·油泵_左电机_电流 偏高 实际=36.0 vs 预测=20.4; 马氏·PC1→牵引部位_左电机_电压_RMS(94%); 残差·牵引部位_右电机_电流 偏高 实际=106.0 vs 预测=36.8; 残差·牵引部位_左电机_电流 偏高 实际=106.0 vs 预测=37.8; 马氏·PC1→牵引部位_左电机_电压_RMS(99%),电流类/温度类,电流类,牵引部
787,2024-04-07 19:47:00,2024-04-07 19:59:00,13.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5811.282,442,24,油泵_左油箱_油压,6,马氏·PC2→截割部位_右滚筒_电机_电流_RMS(87%); 马氏·PC3→牵引部位_左电机_电流_RMS(12%); 马氏·PC4→截割部位_左滚筒_电机_电流_RMS(1%); 单变量·油泵_左油箱_油压 z=0.3 实际=0.5 均值=0.3; 残差·牵引部位_左电机_温度 偏高 实际=71.0 vs 预测=53.6; 马氏·PC2→截割部位_右滚筒_电机_电流_RMS(83%); 马氏·PC3→牵引部位_左电机_电流_RMS(16%); 马氏·PC2→截割部位_右滚筒_电机_电流_RMS(82%),电流类/油压类,电流类,油泵
1625,2024-05-20 23:58:00,2024-05-21 00:06:00,9.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5784.886,234,46,转载机_链条速度_RMS,12,马氏·PC1→转载机_链条速度_RMS(100%); 残差·转载机_电机_电流 偏高 实际=209.0 vs 预测=80.6; 残差·转载机_电机_转矩 偏高 实际=103.0 vs 预测=27.2; 残差·转载机_变频器_IGBT1温度 偏高 实际=49.0 vs 预测=42.8; 残差·转载机_变频器_IGBT2温度 偏高 实际=51.0 vs 预测=42.8; 残差·转载机_变频器_腔体温度 偏高 实际=54.0 vs 预测=47.8; 残差·转载机_电机_电流 偏高 实际=159.0 vs 预测=109.0; 残差·转载机_电机_转矩 偏高 实际=74.0 vs 预测=43.2,变频器热信号/负载信号,变频器热信号,转载机ZZJ
878,2024-04-07 03:33:00,2024-04-07 03:34:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5588.338,76,6,截割部位_右滚筒_电机_温度,8,马氏·PC1→牵引部位_左电机_电压_RMS(91%); 马氏·PC3→截割部位_右滚筒_电机_电流_RMS(6%); 马氏·PC4→牵引部位_位置米数_RMS(2%); 马氏·PC1→牵引部位_左电机_电压_RMS(92%); 马氏·PC3→截割部位_右滚筒_电机_电流_RMS(7%); 残差·截割部位_右滚筒_电机_温度 偏高 实际=72.0 vs 预测=60.4; 残差·牵引部位_位置米数 偏高 实际=306.8 vs 预测=126.9,牵引电压开关量(数据质量)/进刀位置类,牵引电压开关量(数据质量),牵引部
826,2024-04-08 01:30:00,2024-04-08 01:35:00,6.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5548.725,204,12,油泵_右油箱_油压,7,马氏·PC2→截割部位_右滚筒_电机_电流_RMS(95%); 马氏·PC3→牵引部位_左电机_电流_RMS(5%); 单变量·油泵_右油箱_油压 z=0.5 实际=0.5 均值=0.3; 单变量·破碎机_电机_温度 z=-0.1 实际=76.0 均值=101.9; 单变量·破碎机_电机_温度 z=-0.1 实际=75.0 均值=101.9; 单变量·破碎机_电机_温度 z=-0.2 实际=73.0 均值=101.9; 单变量·截割部位_右滚筒_电机_电流 z=-0.7 实际=0.0 均值=107.1; 单变量·截割部位_右滚筒_电机_电流 z=0.9 实际=238.0 均值=107.1,电流类/油压类,电流类,油泵
2878,2024-04-26 19:17:00,2024-04-26 19:21:00,5.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,5151.73,190,11,牵引部位_位置米数,9,马氏·PC1→牵引部位_左电机_电压_RMS(86%); 马氏·PC3→截割部位_右滚筒_电机_电流_RMS(12%); 马氏·PC4→牵引部位_位置米数_RMS(2%); 残差·牵引部位_位置米数 偏高 实际=337.1 vs 预测=186.3; 马氏·PC1→牵引部位_左电机_电压_RMS(78%); 马氏·PC3→截割部位_右滚筒_电机_电流_RMS(17%); 马氏·PC4→牵引部位_位置米数_RMS(4%); 残差·牵引部位_位置米数 偏高 实际=337.1 vs 预测=25.4,进刀位置类/牵引电压开关量(数据质量),进刀位置类,牵引部
543,2024-04-05 21:01:00,2024-04-05 21:04:00,4.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4973.278,136,8,破碎机_电机_温度,5,马氏·PC2→截割部位_右滚筒_电机_电流_RMS(82%); 马氏·PC3→牵引部位_左电机_电流_RMS(18%); 单变量·破碎机_电机_温度 z=-0.2 实际=72.0 均值=101.9; 马氏·PC2→截割部位_右滚筒_电机_电流_RMS(71%); 马氏·PC3→牵引部位_左电机_电流_RMS(28%); 单变量·破碎机_电机_温度 z=-0.2 实际=71.0 均值=101.9; 马氏·PC2→截割部位_右滚筒_电机_电流_RMS(69%); 马氏·PC3→牵引部位_左电机_电流_RMS(30%),破碎机温度钳位(数据质量),破碎机温度钳位(数据质量),油泵
1608,2024-04-19 22:01:00,2024-04-19 22:01:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4874.77,34,8,截割部位_左滚筒_电机_温度,11,马氏·PC2→截割部位_右滚筒_电机_电流_RMS(75%); 马氏·PC3→牵引部位_左电机_电流_RMS(25%); 残差·截割部位_左滚筒_电机_温度 偏高 实际=79.0 vs 预测=57.2; 残差·油泵_右油箱_油压 偏高 实际=2.3 vs 预测=0.1; 残差·油泵_右电机_电流 偏高 实际=17.0 vs 预测=0.0; 残差·油泵_左油箱_油压 偏高 实际=2.5 vs 预测=0.2; 残差·油泵_左电机_电流 偏高 实际=17.0 vs 预测=0.0; 残差·牵引部位_右电机_温度 偏高 实际=70.0 vs 预测=50.4,电流类/温度类,电流类,油泵
1246,2024-04-13 02:24:00,2024-04-13 02:31:00,8.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4781.994,272,23,油泵_右油箱_油压,6,马氏·PC2→截割部位_右滚筒_电机_电流_RMS(84%); 马氏·PC3→牵引部位_左电机_电流_RMS(15%); 单变量·油泵_右油箱_油压 z=0.3 实际=0.4 均值=0.3; 单变量·破碎机_电机_温度 z=-0.2 实际=71.0 均值=101.9; 马氏·PC2→截割部位_右滚筒_电机_电流_RMS(90%); 马氏·PC3→牵引部位_左电机_电流_RMS(10%); 单变量·破碎机_电机_温度 z=-0.2 实际=70.0 均值=101.9; 马氏·PC2→截割部位_右滚筒_电机_电流_RMS(92%),油压类/破碎机温度钳位(数据质量),油压类,油泵
1493,2024-04-12 08:34:00,2024-04-12 08:57:00,24.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4679.071,912,63,破碎机_电机_温度,9,马氏·PC1→牵引部位_左电机_电压_RMS(95%); 马氏·PC4→牵引部位_位置米数_RMS(2%); 马氏·PC3→截割部位_右滚筒_电机_电流_RMS(2%); 残差·油泵_左电机_电流 偏高 实际=42.0 vs 预测=17.0; 马氏·PC3→截割部位_右滚筒_电机_电流_RMS(4%); 单变量·破碎机_电机_温度 z=-0.1 实际=83.0 均值=99.2; 单变量·破碎机_电机_温度 z=-0.1 实际=82.0 均值=99.2; 马氏·PC1→牵引部位_左电机_电压_RMS(79%),破碎机温度钳位(数据质量)/牵引电压开关量(数据质量),破碎机温度钳位(数据质量),牵引部
2194,2024-04-21 04:07:00,2024-04-21 04:08:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4593.936,76,4,截割部位_右滚筒_电机_温度,7,马氏·PC1→牵引部位_左电机_电压_RMS(98%); 马氏·PC3→截割部位_右滚筒_电机_电流_RMS(2%); 马氏·PC3→截割部位_右滚筒_电机_电流_RMS(1%); 残差·截割部位_右滚筒_电机_温度 偏高 实际=75.0 vs 预测=65.4; 残差·牵引部位_位置米数 偏高 实际=197.1 vs 预测=35.1,牵引电压开关量(数据质量)/进刀位置类,牵引电压开关量(数据质量),牵引部
3072,2024-04-28 01:56:00,2024-04-28 01:57:00,2.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,4122.339,76,3,牵引部位_位置米数,8,马氏·PC1→牵引部位_左电机_电压_RMS(70%); 马氏·PC3→截割部位_右滚筒_电机_电流_RMS(28%); 马氏·PC4→牵引部位_位置米数_RMS(2%); 残差·牵引部位_位置米数 偏高 实际=345.0 vs 预测=90.7; 残差·牵引部位_采煤机速度 偏高 实际=7.2 vs 预测=0.2,进刀位置类/速度类,进刀位置类,牵引部
2412,2024-04-22 19:47:00,2024-04-22 19:55:00,9.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3955.36,342,20,牵引部位_左电机_电压_RMS,10,马氏·PC1→牵引部位_左电机_电压_RMS(86%); 马氏·PC4→牵引部位_位置米数_RMS(11%); 马氏·PC3→截割部位_右滚筒_电机_电流_RMS(4%); 残差·截割部位_右滚筒_电机_温度 偏高 实际=65.0 vs 预测=54.4; 残差·截割部位_左滚筒_电机_温度 偏高 实际=69.0 vs 预测=58.2; 残差·牵引部位_右电机_温度 偏高 实际=68.0 vs 预测=51.8; 残差·牵引部位_左电机_温度 偏高 实际=67.0 vs 预测=50.8; 马氏·PC1→牵引部位_左电机_电压_RMS(93%),牵引电压开关量(数据质量)/温度类,牵引电压开关量(数据质量),牵引部
1863,2024-04-18 17:15:00,2024-04-18 17:16:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3904.735,76,7,牵引部位_位置米数,10,马氏·PC1→牵引部位_左电机_电压_RMS(68%); 马氏·PC3→截割部位_右滚筒_电机_电流_RMS(29%); 马氏·PC4→牵引部位_位置米数_RMS(3%); 残差·牵引部位_位置米数 偏高 实际=342.9 vs 预测=126.0; 马氏·PC1→牵引部位_左电机_电压_RMS(62%); 马氏·PC3→截割部位_右滚筒_电机_电流_RMS(37%); 马氏·PC4→牵引部位_位置米数_RMS(2%); 残差·截割部位_右滚筒_电机_温度 偏高 实际=69.0 vs 预测=52.2,温度类/进刀位置类,温度类,牵引部
2090,2024-04-20 06:27:00,2024-04-20 06:28:00,2.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3802.999,76,5,牵引部位_位置米数,8,马氏·PC1→牵引部位_左电机_电压_RMS(71%); 马氏·PC3→截割部位_右滚筒_电机_电流_RMS(28%); 马氏·PC4→牵引部位_位置米数_RMS(2%); 残差·油泵_右电机_电流 偏高 实际=27.0 vs 预测=3.4; 残差·牵引部位_位置米数 偏高 实际=276.3 vs 预测=106.9; 马氏·PC1→牵引部位_左电机_电压_RMS(67%); 马氏·PC3→截割部位_右滚筒_电机_电流_RMS(33%); 残差·牵引部位_位置米数 偏高 实际=271.6 vs 预测=76.5,进刀位置类/电流类,进刀位置类,牵引部
1406,2024-04-12 08:34:00,2024-04-12 08:40:00,7.0,待机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3573.054,210,19,破碎机_电机_温度,8,残差·油泵_左电机_电流 偏高 实际=42.0 vs 预测=17.0; 马氏·PC2→截割部位_右滚筒_电机_电流_RMS(76%); 马氏·PC3→牵引部位_左电机_电流_RMS(23%); 单变量·牵引部位_右电机_温度 z=3.0 实际=71.0 均值=50.8; 单变量·牵引部位_左电机_温度 z=3.2 实际=71.0 均值=50.0; 单变量·破碎机_电机_温度 z=-0.2 实际=83.0 均值=134.8; 马氏·PC2→截割部位_右滚筒_电机_电流_RMS(78%); 马氏·PC3→牵引部位_左电机_电流_RMS(21%),温度类/破碎机温度钳位(数据质量),温度类,截割部
769,2024-04-07 17:06:00,2024-04-07 17:11:00,6.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3534.883,204,10,油泵_右油箱_油压,11,单变量·油泵_右油箱_油压 z=-0.1 实际=2.7 均值=3.0; 残差·油泵_左油箱_油压 偏高 实际=20.2 vs 预测=2.6; 残差·油泵_左电机_电流 偏高 实际=52.0 vs 预测=17.2; 残差·截割部位_左滚筒_电机_电流 偏高 实际=283.0 vs 预测=69.6; 马氏·PC2→截割部位_右滚筒_电机_电流_RMS(68%); 马氏·PC3→牵引部位_左电机_电流_RMS(32%); 残差·截割部位_左滚筒_电机_温度 偏高 实际=70.0 vs 预测=51.4; 残差·牵引部位_右电机_温度 偏高 实际=67.0 vs 预测=48.2,油压类/温度类,油压类,油泵
801,2024-04-07 22:24:00,2024-04-07 22:26:00,3.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3291.979,102,8,破碎机_电机_温度,6,马氏·PC2→截割部位_右滚筒_电机_电流_RMS(66%); 马氏·PC3→牵引部位_左电机_电流_RMS(33%); 单变量·破碎机_电机_温度 z=-0.1 实际=75.0 均值=101.9; 残差·截割部位_左滚筒_电机_温度 偏高 实际=87.0 vs 预测=59.8; 马氏·PC2→截割部位_右滚筒_电机_电流_RMS(67%); 马氏·PC3→牵引部位_左电机_电流_RMS(32%); 单变量·破碎机_电机_温度 z=-0.2 实际=73.0 均值=101.9; 残差·截割部位_左滚筒_电机_温度 偏高 实际=85.0 vs 预测=64.6,破碎机温度钳位(数据质量)/电流类,破碎机温度钳位(数据质量),油泵
2008,2024-04-23 16:17:00,2024-04-23 16:58:00,42.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3285.224,1428,88,油泵_右油箱_油压,11,单变量·油泵_右油箱_油压 z=-0.1 实际=2.8 均值=3.0; 单变量·油泵_右电机_温度 z=-3.0 实际=41.0 均值=50.5; 单变量·油泵_左油箱_油压 z=1.0 实际=6.4 均值=3.3; 单变量·油泵_左电机_温度 z=-3.3 实际=41.0 均值=52.0; 单变量·油泵_左油箱_油压 z=-0.1 实际=3.0 均值=3.3; 单变量·油泵_左电机_温度 z=-3.0 实际=42.0 均值=52.0; 单变量·油泵_右电机_温度 z=-2.7 实际=42.0 均值=50.5; 单变量·油泵_右电机_温度 z=-2.4 实际=43.0 均值=50.5,油压类/温度类,油压类,油泵
723,2024-04-05 23:09:00,2024-04-05 23:13:00,5.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,3249.543,190,11,破碎机_电机_温度,6,马氏·PC1→牵引部位_左电机_电压_RMS(95%); 马氏·PC3→截割部位_右滚筒_电机_电流_RMS(5%); 单变量·破碎机_电机_温度 z=-0.1 实际=74.0 均值=99.2; 马氏·PC1→牵引部位_左电机_电压_RMS(93%); 马氏·PC3→截割部位_右滚筒_电机_电流_RMS(7%); 单变量·破碎机_电机_温度 z=-0.1 实际=73.0 均值=99.2; 马氏·PC1→牵引部位_左电机_电压_RMS(88%); 马氏·PC3→截割部位_右滚筒_电机_电流_RMS(11%),破碎机温度钳位(数据质量)/牵引电压开关量(数据质量),破碎机温度钳位(数据质量),牵引部
2983,2024-04-27 07:27:00,2024-04-27 07:32:00,6.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2921.762,228,11,牵引部位_采煤机速度,8,马氏·PC1→牵引部位_左电机_电压_RMS(64%); 马氏·PC3→截割部位_右滚筒_电机_电流_RMS(33%); 马氏·PC4→牵引部位_位置米数_RMS(4%); 单变量·牵引部位_采煤机速度 z=-0.1 实际=0.0 均值=0.2; 马氏·PC1→牵引部位_左电机_电压_RMS(57%); 马氏·PC3→截割部位_右滚筒_电机_电流_RMS(39%); 马氏·PC1→牵引部位_左电机_电压_RMS(50%); 马氏·PC3→截割部位_右滚筒_电机_电流_RMS(46%),速度类/电流类,速度类,牵引部
1100,2024-04-11 16:38:00,2024-04-11 16:45:00,8.0,重载,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2767.099,272,12,油泵_右电机_温度,6,马氏·PC2→截割部位_右滚筒_电机_电流_RMS(66%); 马氏·PC3→牵引部位_左电机_电流_RMS(34%); 单变量·油泵_右油箱_油压 z=0.5 实际=0.5 均值=0.3; 马氏·PC2→截割部位_右滚筒_电机_电流_RMS(64%); 马氏·PC3→牵引部位_左电机_电流_RMS(36%); 马氏·PC2→截割部位_右滚筒_电机_电流_RMS(65%); 马氏·PC3→牵引部位_左电机_电流_RMS(35%); 单变量·油泵_右电机_温度 z=-2.4 实际=43.0 均值=50.5,温度类/油压类,温度类,油泵
737,2024-04-06 02:06:00,2024-04-06 02:06:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2692.421,38,3,破碎机_电机_温度,6,马氏·PC1→牵引部位_左电机_电压_RMS(95%); 马氏·PC3→截割部位_右滚筒_电机_电流_RMS(5%); 单变量·破碎机_电机_温度 z=-0.1 实际=72.0 均值=99.2,破碎机温度钳位(数据质量),破碎机温度钳位(数据质量),牵引部
1291,2024-04-13 15:51:00,2024-04-13 16:20:00,30.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2434.435,1020,128,油泵_右油箱_油压,17,残差·油泵_右油箱_油压 偏高 实际=14.1 vs 预测=2.8; 残差·油泵_右电机_电流 偏高 实际=62.0 vs 预测=20.0; 马氏·PC3→牵引部位_左电机_电流_RMS(73%); 马氏·PC2→截割部位_右滚筒_电机_电流_RMS(27%); 单变量·油泵_左油箱_油压 z=0.6 实际=0.7 均值=0.3; 单变量·油泵_右油箱_油压 z=0.3 实际=0.4 均值=0.3; 单变量·油泵_左油箱_油压 z=0.3 实际=0.5 均值=0.3; 单变量·截割部位_右滚筒_电机_温度 z=-3.1 实际=47.0 均值=66.7,温度类/油压类,温度类,油泵
753,2024-04-06 04:00:00,2024-04-06 04:00:00,1.0,停机,IsolationForest; Mahalanobis; 单变量IQR+3σ; 残差,2403.044,38,4,牵引部位_采煤机速度,8,马氏·PC1→牵引部位_左电机_电压_RMS(97%); 马氏·PC4→牵引部位_位置米数_RMS(2%); 马氏·PC3→截割部位_右滚筒_电机_电流_RMS(1%); 残差·牵引部位_采煤机速度 偏高 实际=9.1 vs 预测=0.0; 残差·破碎机_电机_电流 偏高 实际=32.0 vs 预测=5.6,电流类/速度类,电流类,牵引部
